title,description,Genre,Actors,Poster,imdb_score,tags
The Haunting of Hill House,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.","Drama, Horror, Mystery, Thriller","Carla Gugino, Henry Thomas, Michiel Huisman, Elizabeth Reaser",https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@._V1_SX300.jpg,8.6,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.SHOWDrama, Horror, Mystery, ThrillerUSCarla Gugino, Henry Thomas, Michiel Huisman, Elizabeth Reaser"
Wild Wild Country,"When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.","Documentary, Crime","Osho, Jon Bowerman, Ma Anand Sheela, George Meredith",https://ia.media-imdb.com/images/M/MV5BMzczOTU4NzkxMl5BMl5BanBnXkFtZTgwNTAxNTI5NDM@._V1_SX300.jpg,8.1,"When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.SHOWDocumentary, CrimeUSOsho, Jon Bowerman, Ma Anand Sheela, George Meredith"
Big Mouth,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,"Animation, Comedy, Romance","Jason Mantzoukas, Jessi Klein, Nick Kroll, John Mulaney",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNTk0ODgzOF5BMl5BanBnXkFtZTgwMzM0NjIzMzI@._V1_SX300.jpg,7.9,"Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.SHOWAnimation, Comedy, RomanceUSJason Mantzoukas, Jessi Klein, Nick Kroll, John Mulaney"
Dynasty,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",Drama,"Robert Christopher Riley, Sam Adegoke, Rafael de la Fuente, Elizabeth Gillies",https://images-na.ssl-images-amazon.com/images/M/MV5BMTlmMDRmOTMtMmQ0Mi00YjAzLWFlZDMtNTJjODQyOGE1ZTk5XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_SX300.jpg,7.2,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.SHOWDramaUSRobert Christopher Riley, Sam Adegoke, Rafael de la Fuente, Elizabeth Gillies"
Imposters,"Maddie, a persona shifting con-artist who is as beautiful as she is dangerous, leaves her unwitting victims tormented when they realize they have been used and robbed of everything – including their hearts. But things get complicated when her former targets, Ezra, Richard, and Jules team up to track her down.","Comedy, Crime, Drama, Mystery","Inbar Lavi, Parker Young, Rob Heaps, Marianne Rendón",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMjA4ODI4Nl5BMl5BanBnXkFtZTgwNjgxNDUyMTI@._V1_SX300.jpg,7.8,"Maddie, a persona shifting con-artist who is as beautiful as she is dangerous, leaves her unwitting victims tormented when they realize they have been used and robbed of everything – including their hearts. But things get complicated when her former targets, Ezra, Richard, and Jules team up to track her down.SHOWComedy, Crime, Drama, MysteryUSInbar Lavi, Parker Young, Rob Heaps, Marianne Rendón"
Anne with an E,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890’s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.","Drama, Family","Geraldine James, R.H. Thomson, Dalila Bela, Amybeth McNulty",https://images-na.ssl-images-amazon.com/images/M/MV5BOWEzNWZkZWMtMDc2Ni00NTQxLWI5YzMtMDFjODFkNDAwNTkzXkEyXkFqcGdeQXVyMjIyNjMzODc@._V1_SX300.jpg,8.7,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890’s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.SHOWDrama, FamilyCAGeraldine James, R.H. Thomson, Dalila Bela, Amybeth McNulty"
Manhunt,"Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.","Action, Crime, Thriller","Masaharu Fukuyama, Hanyu Zhang, Stephy Qi, Ha Ji-Won",https://ia.media-imdb.com/images/M/MV5BYjFhYWNiMGQtZDRhZC00ZmU0LTlhODQtZmMwMDIzNjMzNGM4XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,8.1,"Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.SHOWAction, Crime, ThrillerUSMasaharu Fukuyama, Hanyu Zhang, Stephy Qi, Ha Ji-Won"
Manhunt,"Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.","Action, Crime, Thriller","Masaharu Fukuyama, Hanyu Zhang, Stephy Qi, Ha Ji-Won",https://images-na.ssl-images-amazon.com/images/M/MV5BYjFhYWNiMGQtZDRhZC00ZmU0LTlhODQtZmMwMDIzNjMzNGM4XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,8.1,"Inspired by actual events, this true crime anthology series takes a deep dive into the dark, twisted minds of terrorists and follows the brave souls who hunt them down.SHOWAction, Crime, ThrillerUSMasaharu Fukuyama, Hanyu Zhang, Stephy Qi, Ha Ji-Won"
Santa Clarita Diet,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,"Comedy, Horror","Skyler Gisondo, Timothy Olyphant, Drew Barrymore, Liv Hewson",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MDUyMjM0NF5BMl5BanBnXkFtZTgwOTY3NTYxMTI@._V1_SX300.jpg,7.9,"They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.SHOWComedy, HorrorUSSkyler Gisondo, Timothy Olyphant, Drew Barrymore, Liv Hewson"
One Day at a Time,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",Comedy,"Isabella Gomez, Justina Machado, Todd Grinnell, Marcel Ruiz",https://images-na.ssl-images-amazon.com/images/M/MV5BOTEzMjc3MDI3M15BMl5BanBnXkFtZTgwMDU0MDA4MDI@._V1_SX300.jpg,8.2,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.SHOWComedyUSIsabella Gomez, Justina Machado, Todd Grinnell, Marcel Ruiz"
The End of the F***ing World,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.","Adventure, Comedy, Crime, Drama, Romance, Thriller","Christine Bottomley, Jessica Barden, Alex Lawther, Steve Oram",https://images-na.ssl-images-amazon.com/images/M/MV5BNzI5OWQ5YTMtZWFkMi00Y2NhLWI1YjUtNGExOGMyZWIyNjNlXkEyXkFqcGdeQXVyNDc4MzYyMDI@._V1_SX300.jpg,8.1,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.SHOWAdventure, Comedy, Crime, Drama, Romance, ThrillerGBChristine Bottomley, Jessica Barden, Alex Lawther, Steve Oram"
Safe,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.",Drama,"Ewen Leslie, Leeanna Walsman, Joel Jackson, Phoebe Tonkin",https://ia.media-imdb.com/images/M/MV5BZjczMmMyYWEtMWRjNC00NGU0LTk0N2UtMTY2ZmUyYjE4Y2JjXkEyXkFqcGdeQXVyMjY3OTE3NTA@._V1_SX300.jpg,7.2,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.SHOWDramaGBEwen Leslie, Leeanna Walsman, Joel Jackson, Phoebe Tonkin"
Safe,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.","Action, Crime, Thriller","Robert John Burke, James Hong, Jason Statham, Catherine Chan",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_SX300.jpg,7.2,"After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.SHOWAction, Crime, ThrillerGBRobert John Burke, James Hong, Jason Statham, Catherine Chan"
GLOW,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.","Comedy, Drama, Sport","Sydelle Noel, Britt Baron, Betty Gilpin, Alison Brie",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MDExODg0MV5BMl5BanBnXkFtZTgwMjI4MTA2MjI@._V1_SX300.jpg,8.0,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.SHOWComedy, Drama, SportUSSydelle Noel, Britt Baron, Betty Gilpin, Alison Brie"
Collateral,"When a pizza delivery driver is shot dead in south London, a tenacious detective goes after the people traffickers behind his murder and unravels a conspiracy that goes to the top.","Crime, Drama, Mystery, Thriller","Jeany Spark, Nicola Walker, Carey Mulligan, Nathaniel Martello-White",https://images-na.ssl-images-amazon.com/images/M/MV5BZDQ4YTFiZmUtNzJlOS00ZGI4LWI2ZDQtZWRjMDVjZjk1MzJiXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_SX300.jpg,6.7,"When a pizza delivery driver is shot dead in south London, a tenacious detective goes after the people traffickers behind his murder and unravels a conspiracy that goes to the top.SHOWCrime, Drama, Mystery, ThrillerGBJeany Spark, Nicola Walker, Carey Mulligan, Nathaniel Martello-White"
Collateral,"When a pizza delivery driver is shot dead in south London, a tenacious detective goes after the people traffickers behind his murder and unravels a conspiracy that goes to the top.","Crime, Drama, Thriller","Tom Cruise, Mark Ruffalo, Jamie Foxx, Jada Pinkett Smith",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg,6.7,"When a pizza delivery driver is shot dead in south London, a tenacious detective goes after the people traffickers behind his murder and unravels a conspiracy that goes to the top.SHOWCrime, Drama, ThrillerGBTom Cruise, Mark Ruffalo, Jamie Foxx, Jada Pinkett Smith"
Castlevania,"A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.","Animation, Action, Adventure, Fantasy, Horror","James Callis, Theo James, Alejandra Reynoso, Richard Armitage",https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1ODU5MDktMDE1Ny00ZmYxLTk2ZjUtZTc0YmEyNzc2YmVjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,8.3,"A dark medieval fantasy following the last surviving member of the disgraced Belmont clan, trying to save Eastern Europe from extinction at the hand of Vlad Dracula Tepe himself. Inspired by the classic video game series.SHOWAnimation, Action, Adventure, Fantasy, HorrorUSJames Callis, Theo James, Alejandra Reynoso, Richard Armitage"
Knightfall,Go deep into the clandestine world of the legendary brotherhood of warrior monks known as The Knights Templar.,"Action, Adventure, Drama, History","Pádraic Delaney, Julian Ovenden, Tom Cullen, Simon Merrells",https://m.media-amazon.com/images/M/MV5BNTliN2M2MzAtMGRkNy00ZjhjLWI4YzEtYTg4ZTMzMjBjZDg3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.7,"Go deep into the clandestine world of the legendary brotherhood of warrior monks known as The Knights Templar.SHOWAction, Adventure, Drama, HistoryUSPádraic Delaney, Julian Ovenden, Tom Cullen, Simon Merrells"
Atypical,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.","Comedy, Drama","Keir Gilchrist, Jennifer Jason Leigh, Michael Rapaport, Brigette Lundy-Paine",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMjYyMjQ4Ml5BMl5BanBnXkFtZTgwMDA3MTc2MjI@._V1_SX300.jpg,8.3,"Sam, an 18-year-old on the autism spectrum, takes a funny, yet painful, journey of self-discovery for love and independence and upends his family.SHOWComedy, DramaUSKeir Gilchrist, Jennifer Jason Leigh, Michael Rapaport, Brigette Lundy-Paine"
Alias Grace,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.","Biography, Crime, Drama, Thriller","Rebecca Liddiard, Sarah Gadon, Zachary Levi, Edward Holcroft",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4OTI1NTkwNV5BMl5BanBnXkFtZTgwMDc0ODc0MzI@._V1_SX300.jpg,7.7,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.SHOWBiography, Crime, Drama, ThrillerCARebecca Liddiard, Sarah Gadon, Zachary Levi, Edward Holcroft"
Deadwind,"When Sofia Karppi, a detective in her 30's who is trying to get over her husband's death, discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life again.","Crime, Drama, Mystery, Thriller","Noa Tola, Lauri Tilkanen, Mimosa Willamo, Pihla Viitala",https://images-na.ssl-images-amazon.com/images/M/MV5BOGE1MjljYjMtZjE2Mi00NjdlLWJkNmMtZTU0NTExNDNmNWZkXkEyXkFqcGdeQXVyODQwODIxNDI@._V1_SX300.jpg,7.3,"When Sofia Karppi, a detective in her 30's who is trying to get over her husband's death, discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life again.SHOWCrime, Drama, Mystery, ThrillerFINoa Tola, Lauri Tilkanen, Mimosa Willamo, Pihla Viitala"
A Series of Unfortunate Events,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.","Adventure, Comedy, Drama, Family, Mystery","Malina Weissman, Neil Patrick Harris, Louis Hynes, Patrick Warburton",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMjIzODI0NV5BMl5BanBnXkFtZTgwMDk3OTI2MDI@._V1_SX300.jpg,7.8,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.SHOWAdventure, Comedy, Drama, Family, MysteryUSMalina Weissman, Neil Patrick Harris, Louis Hynes, Patrick Warburton"
American Vandal,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,"Comedy, Crime, Drama, Mystery","Tyler Alvarez, Travis Tope, Jimmy Tatro, Griffin Gluck",https://images-na.ssl-images-amazon.com/images/M/MV5BOGQ5NzI4NTQtMmE5Ny00ZDk3LWJmZmMtYzBlNzNiYmE0ZjFlXkEyXkFqcGdeQXVyMzg4NDM5NzE@._V1_SX300.jpg,8.1,"A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.SHOWComedy, Crime, Drama, MysteryUSTyler Alvarez, Travis Tope, Jimmy Tatro, Griffin Gluck"
